col_1:I,col_2:I,col_3:I,col_4:C,col_5:C,clo_6:T
786,239,252,YELLOW,v,1
221,244,215,RED,v,1
221,756,215,GREEN,v,1
221,244,785,BLUE,v,1
779,244,215,YELLOW,v,1
239,220,228,RED,v,1
239,780,228,GREEN,v,1
239,220,772,BLUE,v,1
761,220,228,YELLOW,v,1
219,226,242,RED,v,1
219,774,242,GREEN,v,1
219,226,758,BLUE,v,1
781,226,242,YELLOW,v,1
237,232,225,RED,v,1
237,768,225,GREEN,v,1
237,232,775,BLUE,v,1
763,232,225,YELLOW,v,1
221,259,253,RED,v,1
221,741,253,GREEN,v,1
221,259,747,BLUE,v,1
779,259,253,YELLOW,v,1
227,234,260,RED,v,1
227,766,260,GREEN,v,1
227,234,740,BLUE,v,1
773,234,260,YELLOW,v,1
230,225,232,RED,v,1
230,775,232,GREEN,v,1
230,225,768,BLUE,v,1
770,225,232,YELLOW,v,1
226,248,240,RED,v,1
226,752,240,GREEN,v,1
226,248,760,BLUE,v,1
774,248,240,YELLOW,v,1
227,257,248,RED,v,1
227,743,248,GREEN,v,1
227,257,752,BLUE,v,1
773,257,248,YELLOW,v,1
236,238,232,RED,v,0
236,762,232,GREEN,v,0
236,238,768,BLUE,v,0
764,238,232,YELLOW,v,0
241,237,253,RED,v,1
241,763,253,GREEN,v,1
241,237,747,BLUE,v,1
759,237,253,YELLOW,v,1
265,261,240,RED,v,0
265,739,240,GREEN,v,0
265,261,760,BLUE,v,0
735,261,240,YELLOW,v,0
247,228,249,RED,v,1
247,772,249,GREEN,v,1
247,228,751,BLUE,v,1
753,228,249,YELLOW,v,1
573,101,793,BLUE,o,0
573,899,793,RED,o,0
573,101,207,BLUE,o,0
427,101,793,GREEN,o,0
222,638,476,RED,v,0
222,362,476,YELLOW,v,0
222,638,524,RED,v,0
778,638,476,GREEN,v,0
239,243,264,RED,v,1
239,757,264,GREEN,v,1
239,243,736,BLUE,v,1
761,243,264,YELLOW,v,1
233,256,271,RED,v,1
233,744,271,GREEN,v,1
233,256,729,BLUE,v,1
767,256,271,YELLOW,v,1
236,232,235,RED,v,1
236,768,235,GREEN,v,1
236,232,765,BLUE,v,1
764,232,235,YELLOW,v,1
248,271,262,RED,v,1
248,729,262,GREEN,v,1
248,271,738,BLUE,v,1
752,271,262,YELLOW,v,1
263,260,258,RED,v,1
263,740,258,GREEN,v,1
263,260,742,BLUE,v,1
737,260,258,YELLOW,v,1
268,273,252,RED,v,1
268,727,252,GREEN,v,1
268,273,748,BLUE,v,1
732,273,252,YELLOW,v,1
257,264,246,RED,v,1
257,736,246,GREEN,v,1
257,264,754,BLUE,v,1
743,264,246,YELLOW,v,1
265,275,260,RED,v,1
265,725,260,GREEN,v,1
265,275,740,BLUE,v,1
735,275,260,YELLOW,v,1
253,241,242,RED,v,1
253,759,242,GREEN,v,1
253,241,758,BLUE,v,1
747,241,242,YELLOW,v,1
263,264,250,RED,o,0
263,736,250,GREEN,o,0
263,264,750,BLUE,o,0
737,264,250,YELLOW,o,0
264,276,243,RED,v,1
264,724,243,GREEN,v,1
264,276,757,BLUE,v,1
736,276,243,YELLOW,v,1
276,249,264,RED,v,1
276,751,264,GREEN,v,1
276,249,736,BLUE,v,1
724,249,264,YELLOW,v,1
255,269,265,RED,o,0
255,731,265,GREEN,o,0
255,269,735,BLUE,o,0
745,269,265,YELLOW,o,0
248,243,253,RED,v,1
248,757,253,GREEN,v,1
248,243,747,BLUE,v,1
752,243,253,YELLOW,v,1
258,275,267,RED,v,1
258,725,267,GREEN,v,1
258,275,733,BLUE,v,1
742,275,267,YELLOW,v,1
264,254,284,RED,v,1
264,746,284,GREEN,v,1
264,254,716,BLUE,v,1
736,254,284,YELLOW,v,1
691,325,496,BLUE,o,0
691,675,496,YELLOW,o,0
691,325,504,YELLOW,o,0
309,325,496,RED,o,0
248,258,247,RED,v,1
248,742,247,GREEN,v,1
248,258,753,BLUE,v,1
752,258,247,YELLOW,v,1
261,280,273,RED,v,1
261,720,273,GREEN,v,1
261,280,727,BLUE,v,1
739,280,273,YELLOW,v,1
266,261,277,RED,v,1
266,739,277,GREEN,v,1
266,261,723,BLUE,v,1
734,261,277,YELLOW,v,1
290,279,257,RED,v,1
290,721,257,GREEN,v,1
290,279,743,BLUE,v,1
710,279,257,YELLOW,v,1
260,281,265,RED,v,1
260,719,265,GREEN,v,1
260,281,735,BLUE,v,1
740,281,265,YELLOW,v,1
282,282,272,RED,v,1
282,718,272,GREEN,v,1
282,282,728,BLUE,v,1
718,282,272,YELLOW,v,1
293,291,292,RED,v,1
293,709,292,GREEN,v,1
293,291,708,BLUE,v,1
707,291,292,YELLOW,v,1
277,290,274,GREEN,v,0
277,710,274,RED,v,0
277,290,726,RED,v,0
723,290,274,BLUE,v,0
261,271,291,RED,v,1
261,729,291,GREEN,v,1
261,271,709,BLUE,v,1
739,271,291,YELLOW,v,1
279,261,279,RED,v,1
279,739,279,GREEN,v,1
279,261,721,BLUE,v,1
721,261,279,YELLOW,v,1
262,269,279,RED,v,1
262,731,279,GREEN,v,1
262,269,721,BLUE,v,1
738,269,279,YELLOW,v,1
292,266,270,RED,v,1
292,734,270,GREEN,v,1
292,266,730,BLUE,v,1
708,266,270,YELLOW,v,1
293,285,282,RED,v,1
293,715,282,GREEN,v,1
293,285,718,BLUE,v,1
707,285,282,YELLOW,v,1
262,268,293,RED,v,1
262,732,293,GREEN,v,1
262,268,707,BLUE,v,1
738,268,293,YELLOW,v,1
284,272,301,RED,v,1
284,728,301,GREEN,v,1
284,272,699,BLUE,v,1
716,272,301,YELLOW,v,1
277,285,267,RED,v,1
277,715,267,GREEN,v,1
277,285,733,BLUE,v,1
723,285,267,YELLOW,v,1
289,292,297,RED,v,0
289,708,297,GREEN,v,0
289,292,703,BLUE,v,0
711,292,297,YELLOW,v,0
283,283,283,RED,v,1
283,717,283,GREEN,v,1
283,283,717,BLUE,v,1
717,283,283,YELLOW,v,1
281,289,296,RED,v,1
281,711,296,GREEN,v,1
281,289,704,BLUE,v,1
719,289,296,YELLOW,v,1
299,303,296,RED,v,1
299,697,296,GREEN,v,1
299,303,704,BLUE,v,1
701,303,296,YELLOW,v,1
302,278,300,RED,v,1
302,722,300,GREEN,v,1
302,278,700,BLUE,v,1
698,278,300,YELLOW,v,1
296,279,284,RED,v,1
296,721,284,GREEN,v,1
296,279,716,BLUE,v,1
704,279,284,YELLOW,v,1
286,274,303,RED,v,1
286,726,303,GREEN,v,1
286,274,697,BLUE,v,1
714,274,303,YELLOW,v,1
198,233,953,RED,o,0
198,767,953,BLUE,o,0
198,233,47,BLUE,o,0
802,233,953,RED,o,0
279,275,279,RED,v,1
279,725,279,GREEN,v,1
279,275,721,BLUE,v,1
721,275,279,YELLOW,v,1
282,305,304,RED,v,1
282,695,304,GREEN,v,1
282,305,696,BLUE,v,1
718,305,304,YELLOW,v,1
307,313,287,RED,v,1
307,687,287,GREEN,v,1
307,313,713,BLUE,v,1
693,313,287,YELLOW,v,1
313,278,292,RED,v,1
313,722,292,GREEN,v,1
313,278,708,BLUE,v,1
687,278,292,YELLOW,v,1
301,301,312,RED,v,1
301,699,312,GREEN,v,1
301,301,688,BLUE,v,1
699,301,312,YELLOW,v,1
297,289,291,RED,v,1
297,711,291,GREEN,v,1
297,289,709,BLUE,v,1
703,289,291,YELLOW,v,1
311,282,317,RED,v,1
311,718,317,GREEN,v,1
311,282,683,BLUE,v,1
689,282,317,YELLOW,v,1
312,311,295,RED,v,1
312,689,295,GREEN,v,1
312,311,705,BLUE,v,1
688,311,295,YELLOW,v,1
311,281,308,RED,v,1
311,719,308,GREEN,v,1
311,281,692,BLUE,v,1
689,281,308,YELLOW,v,1
310,292,310,RED,v,1
310,708,310,GREEN,v,1
310,292,690,BLUE,v,1
690,292,310,YELLOW,v,1
290,295,297,RED,v,1
290,705,297,GREEN,v,1
290,295,703,BLUE,v,1
710,295,297,YELLOW,v,1
291,295,320,RED,v,1
291,705,320,GREEN,v,1
291,295,680,BLUE,v,1
709,295,320,YELLOW,v,1
311,319,314,RED,v,1
311,681,314,GREEN,v,1
311,319,686,BLUE,v,1
689,319,314,YELLOW,v,1
290,320,301,RED,v,1
290,680,301,GREEN,v,1
290,320,699,BLUE,v,1
710,320,301,YELLOW,v,1
303,319,315,YELLOW,v,0
303,681,315,BLUE,v,0
303,319,685,GREEN,v,0
697,319,315,YELLOW,v,0
290,292,319,GREEN,v,0
290,708,319,GREEN,v,0
290,292,681,BLUE,v,0
710,292,319,RED,v,0
289,316,312,RED,v,1
289,684,312,GREEN,v,1
289,316,688,BLUE,v,1
711,316,312,YELLOW,v,1
524,923,915,BLUE,o,0
524,77,915,BLUE,o,0
524,923,85,BLUE,o,0
476,923,915,RED,o,0
539,438,905,YELLOW,o,0
539,562,905,YELLOW,o,0
539,438,95,GREEN,o,0
461,438,905,BLUE,o,0
327,317,312,RED,v,1
327,683,312,GREEN,v,1
327,317,688,BLUE,v,1
673,317,312,YELLOW,v,1
301,325,315,RED,o,0
301,675,315,GREEN,o,0
301,325,685,BLUE,o,0
699,325,315,YELLOW,o,0
318,315,318,RED,v,1
318,685,318,GREEN,v,1
318,315,682,BLUE,v,1
682,315,318,YELLOW,v,1
330,298,302,RED,v,1
330,702,302,GREEN,v,1
330,298,698,BLUE,v,1
670,298,302,YELLOW,v,1
294,312,299,RED,v,1
294,688,299,GREEN,v,1
294,312,701,BLUE,v,1
706,312,299,YELLOW,v,1
301,320,328,RED,v,1
301,680,328,GREEN,v,1
301,320,672,BLUE,v,1
699,320,328,YELLOW,v,1
335,313,333,RED,v,1
335,687,333,GREEN,v,1
335,313,667,BLUE,v,1
665,313,333,YELLOW,v,1
314,315,324,RED,v,1
314,685,324,GREEN,v,1
314,315,676,BLUE,v,1
686,315,324,YELLOW,v,1
804,895,711,BLUE,v,0
804,105,711,BLUE,v,0
804,895,289,BLUE,v,0
196,895,711,RED,v,0
302,300,320,RED,v,1
302,700,320,GREEN,v,1
302,300,680,BLUE,v,1
698,300,320,YELLOW,v,1
338,308,313,RED,v,1
338,692,313,GREEN,v,1
338,308,687,BLUE,v,1
662,308,313,YELLOW,v,1
304,322,339,RED,v,1
304,678,339,GREEN,v,1
304,322,661,BLUE,v,1
696,322,339,YELLOW,v,1
310,323,331,RED,v,1
310,677,331,GREEN,v,1
310,323,669,BLUE,v,1
690,323,331,YELLOW,v,1
325,336,317,RED,v,1
325,664,317,GREEN,v,1
325,336,683,BLUE,v,1
675,336,317,YELLOW,v,1
321,318,307,RED,v,1
321,682,307,GREEN,v,1
321,318,693,BLUE,v,1
679,318,307,YELLOW,v,1
311,338,332,RED,v,1
311,662,332,GREEN,v,1
311,338,668,BLUE,v,1
689,338,332,YELLOW,v,1
343,324,342,RED,v,1
343,676,342,GREEN,v,1
343,324,658,BLUE,v,1
657,324,342,YELLOW,v,1
311,346,307,RED,v,1
311,654,307,GREEN,v,1
311,346,693,BLUE,v,1
689,346,307,YELLOW,v,1
325,320,324,YELLOW,v,0
325,680,324,RED,v,0
325,320,676,BLUE,v,0
675,320,324,GREEN,v,0
324,320,339,RED,v,1
324,680,339,GREEN,v,1
324,320,661,BLUE,v,1
676,320,339,YELLOW,v,1
346,345,315,RED,v,1
346,655,315,GREEN,v,1
346,345,685,BLUE,v,1
654,345,315,YELLOW,v,1
332,311,341,RED,v,1
332,689,341,GREEN,v,1
332,311,659,BLUE,v,1
668,311,341,YELLOW,v,1
348,341,344,RED,v,1
348,659,344,GREEN,v,1
348,341,656,BLUE,v,1
652,341,344,YELLOW,v,1
314,348,352,RED,v,1
314,652,352,GREEN,v,1
314,348,648,BLUE,v,1
686,348,352,YELLOW,v,1
329,347,331,RED,v,1
329,653,331,GREEN,v,1
329,347,669,BLUE,v,1
671,347,331,YELLOW,v,1
330,320,317,RED,v,1
330,680,317,GREEN,v,1
330,320,683,BLUE,v,1
670,320,317,YELLOW,v,1
760,1000,705,BLUE,v,0
760,0,705,YELLOW,v,0
760,1000,295,RED,v,0
240,1000,705,GREEN,v,0
342,339,346,RED,v,1
342,661,346,GREEN,v,1
342,339,654,BLUE,v,1
658,339,346,YELLOW,v,1
328,357,332,RED,v,1
328,643,332,GREEN,v,1
328,357,668,BLUE,v,1
672,357,332,YELLOW,v,1
535,359,35,RED,v,0
535,641,35,YELLOW,v,0
535,359,965,YELLOW,v,0
465,359,35,YELLOW,v,0
340,358,354,RED,v,1
340,642,354,GREEN,v,1
340,358,646,BLUE,v,1
660,358,354,YELLOW,v,1
666,773,404,RED,v,0
666,227,404,BLUE,v,0
666,773,596,BLUE,v,0
334,773,404,YELLOW,v,0
350,341,323,RED,v,1
350,659,323,GREEN,v,1
350,341,677,BLUE,v,1
650,341,323,YELLOW,v,1
333,337,340,RED,v,1
333,663,340,GREEN,v,1
333,337,660,BLUE,v,1
667,337,340,YELLOW,v,1
791,479,130,YELLOW,v,0
791,521,130,YELLOW,v,0
791,479,870,RED,v,0
209,479,130,BLUE,v,0
355,252,748,GREEN,v,0
355,748,748,RED,v,0
355,252,252,GREEN,v,0
645,252,748,YELLOW,v,0
363,353,340,RED,v,1
363,647,340,GREEN,v,1
363,353,660,BLUE,v,1
637,353,340,YELLOW,v,1
914,53,176,YELLOW,v,0
914,947,176,RED,v,0
914,53,824,YELLOW,v,0
86,53,176,BLUE,v,0
335,349,331,RED,v,1
335,651,331,GREEN,v,1
335,349,669,BLUE,v,1
665,349,331,YELLOW,v,1
367,352,360,RED,v,1
367,648,360,GREEN,v,1
367,352,640,BLUE,v,1
633,352,360,YELLOW,v,1
350,353,360,RED,v,1
350,647,360,GREEN,v,1
350,353,640,BLUE,v,1
650,353,360,YELLOW,v,1
344,357,337,RED,v,0
344,643,337,YELLOW,v,0
344,357,663,GREEN,v,0
656,357,337,YELLOW,v,0
337,338,353,RED,v,1
337,662,353,GREEN,v,1
337,338,647,BLUE,v,1
663,338,353,YELLOW,v,1
336,356,341,RED,v,1
336,644,341,GREEN,v,1
336,356,659,BLUE,v,1
664,356,341,YELLOW,v,1
336,338,365,RED,v,1
336,662,365,GREEN,v,1
336,338,635,BLUE,v,1
664,338,365,YELLOW,v,1
341,360,361,RED,v,1
341,640,361,GREEN,v,1
341,360,639,BLUE,v,1
659,360,361,YELLOW,v,1
332,189,62,GREEN,v,0
332,811,62,YELLOW,v,0
332,189,938,GREEN,v,0
668,189,62,YELLOW,v,0
340,341,351,RED,v,1
340,659,351,GREEN,v,1
340,341,649,BLUE,v,1
660,341,351,YELLOW,v,1
338,375,364,RED,v,1
338,625,364,GREEN,v,1
338,375,636,BLUE,v,1
662,375,364,YELLOW,v,1
372,364,348,RED,v,1
372,636,348,GREEN,v,1
372,364,652,BLUE,v,1
628,364,348,YELLOW,v,1
350,357,358,RED,v,1
350,643,358,GREEN,v,1
350,357,642,BLUE,v,1
650,357,358,YELLOW,v,1
360,372,358,RED,v,1
360,628,358,GREEN,v,1
360,372,642,BLUE,v,1
640,372,358,YELLOW,v,1
350,365,379,RED,v,0
350,635,379,GREEN,v,0
350,365,621,BLUE,v,0
650,365,379,YELLOW,v,0
367,383,354,RED,v,1
367,617,354,GREEN,v,1
367,383,646,BLUE,v,1
633,383,354,YELLOW,v,1
371,362,363,RED,v,1
371,638,363,GREEN,v,1
371,362,637,BLUE,v,1
629,362,363,YELLOW,v,1
379,359,352,RED,v,1
379,641,352,GREEN,v,1
379,359,648,BLUE,v,1
621,359,352,YELLOW,v,1
351,374,378,RED,v,1
351,626,378,GREEN,v,1
351,374,622,BLUE,v,1
649,374,378,YELLOW,v,1
382,362,376,RED,v,1
382,638,376,GREEN,v,1
382,362,624,BLUE,v,1
618,362,376,YELLOW,v,1
352,384,372,RED,v,1
352,616,372,GREEN,v,1
352,384,628,BLUE,v,1
648,384,372,YELLOW,v,1
384,362,354,RED,v,1
384,638,354,GREEN,v,1
384,362,646,BLUE,v,1
616,362,354,YELLOW,v,1
356,380,379,RED,v,1
356,620,379,GREEN,v,1
356,380,621,BLUE,v,1
644,380,379,YELLOW,v,1
360,386,375,RED,v,1
360,614,375,GREEN,v,1
360,386,625,BLUE,v,1
640,386,375,YELLOW,v,1
352,389,384,RED,v,1
352,611,384,GREEN,v,1
352,389,616,BLUE,v,1
648,389,384,YELLOW,v,1
114,595,434,RED,o,0
114,405,434,GREEN,o,0
114,595,566,BLUE,o,0
886,595,434,BLUE,o,0
374,394,386,RED,v,1
374,606,386,GREEN,v,1
374,394,614,BLUE,v,1
626,394,386,YELLOW,v,1
378,372,382,RED,v,1
378,628,382,GREEN,v,1
378,372,618,BLUE,v,1
622,372,382,YELLOW,v,1
387,383,373,RED,v,1
387,617,373,GREEN,v,1
387,383,627,BLUE,v,1
613,383,373,YELLOW,v,1
386,392,364,RED,v,1
386,608,364,GREEN,v,1
386,392,636,BLUE,v,1
614,392,364,YELLOW,v,1
390,363,390,BLUE,v,0
390,637,390,YELLOW,v,0
390,363,610,YELLOW,v,0
610,363,390,YELLOW,v,0
393,383,364,RED,v,1
393,617,364,GREEN,v,1
393,383,636,BLUE,v,1
607,383,364,YELLOW,v,1
387,360,375,RED,v,1
387,640,375,GREEN,v,1
387,360,625,BLUE,v,1
613,360,375,YELLOW,v,1
367,375,398,RED,v,1
367,625,398,GREEN,v,1
367,375,602,BLUE,v,1
633,375,398,YELLOW,v,1
385,402,363,RED,v,1
385,598,363,GREEN,v,1
385,402,637,BLUE,v,1
615,402,363,YELLOW,v,1
392,394,381,RED,v,1
392,606,381,GREEN,v,1
392,394,619,BLUE,v,1
608,394,381,YELLOW,v,1
364,389,397,RED,v,1
364,611,397,GREEN,v,1
364,389,603,BLUE,v,1
636,389,397,YELLOW,v,1
365,387,365,RED,v,1
365,613,365,GREEN,v,1
365,387,635,BLUE,v,1
635,387,365,YELLOW,v,1
366,377,400,GREEN,o,0
366,623,400,BLUE,o,0
366,377,600,YELLOW,o,0
634,377,400,BLUE,o,0
398,376,369,RED,v,1
398,624,369,GREEN,v,1
398,376,631,BLUE,v,1
602,376,369,YELLOW,v,1
399,385,388,RED,v,1
399,615,388,GREEN,v,1
399,385,612,BLUE,v,1
601,385,388,YELLOW,v,1
396,386,381,RED,v,1
396,614,381,GREEN,v,1
396,386,619,BLUE,v,1
604,386,381,YELLOW,v,1
396,391,385,RED,v,1
396,609,385,GREEN,v,1
396,391,615,BLUE,v,1
604,391,385,YELLOW,v,1
391,374,372,RED,v,1
391,626,372,GREEN,v,1
391,374,628,BLUE,v,1
609,374,372,YELLOW,v,1
374,388,406,BLUE,v,0
374,612,406,BLUE,v,0
374,388,594,BLUE,v,0
626,388,406,YELLOW,v,0
396,391,407,RED,v,1
396,609,407,GREEN,v,1
396,391,593,BLUE,v,1
604,391,407,YELLOW,v,1
409,384,400,RED,v,1
409,616,400,GREEN,v,1
409,384,600,BLUE,v,1
591,384,400,YELLOW,v,1
386,376,396,RED,v,1
386,624,396,GREEN,v,1
386,376,604,BLUE,v,1
614,376,396,YELLOW,v,1
398,381,412,RED,v,1
398,619,412,GREEN,v,1
398,381,588,BLUE,v,1
602,381,412,YELLOW,v,1
396,389,406,RED,v,1
396,611,406,GREEN,v,1
396,389,594,BLUE,v,1
604,389,406,YELLOW,v,1
381,392,407,RED,v,1
381,608,407,GREEN,v,1
381,392,593,BLUE,v,1
619,392,407,YELLOW,v,1
411,391,401,RED,v,1
411,609,401,GREEN,v,1
411,391,599,BLUE,v,1
589,391,401,YELLOW,v,1
393,415,397,RED,v,1
393,585,397,GREEN,v,1
393,415,603,BLUE,v,1
607,415,397,YELLOW,v,1
402,409,421,RED,v,1
402,591,421,GREEN,v,1
402,409,579,BLUE,v,1
598,409,421,YELLOW,v,1
404,421,420,RED,v,1
404,579,420,GREEN,v,1
404,421,580,BLUE,v,1
596,421,420,YELLOW,v,1
421,419,417,RED,v,1
421,581,417,GREEN,v,1
421,419,583,BLUE,v,1
579,419,417,YELLOW,v,1
385,413,416,RED,v,1
385,587,416,GREEN,v,1
385,413,584,BLUE,v,1
615,413,416,YELLOW,v,1
410,408,424,RED,v,1
410,592,424,GREEN,v,1
410,408,576,BLUE,v,1
590,408,424,YELLOW,v,1
424,390,390,RED,v,1
424,610,390,GREEN,v,1
424,390,610,BLUE,v,1
576,390,390,YELLOW,v,1
402,426,389,RED,v,1
402,574,389,GREEN,v,1
402,426,611,BLUE,v,1
598,426,389,YELLOW,v,1
396,403,424,RED,v,1
396,597,424,GREEN,v,1
396,403,576,BLUE,v,1
604,403,424,YELLOW,v,1
421,425,405,RED,v,1
421,575,405,GREEN,v,1
421,425,595,BLUE,v,1
579,425,405,YELLOW,v,1
426,399,416,RED,v,1
426,601,416,GREEN,v,1
426,399,584,BLUE,v,1
574,399,416,YELLOW,v,1
407,424,425,RED,v,1
407,576,425,GREEN,v,1
407,424,575,BLUE,v,1
593,424,425,YELLOW,v,1
429,411,409,RED,v,1
429,589,409,GREEN,v,1
429,411,591,BLUE,v,1
571,411,409,YELLOW,v,1
395,431,421,RED,v,1
395,569,421,GREEN,v,1
395,431,579,BLUE,v,1
605,431,421,YELLOW,v,1
416,397,424,RED,v,1
416,603,424,GREEN,v,1
416,397,576,BLUE,v,1
584,397,424,YELLOW,v,1
398,395,403,BLUE,v,0
398,605,403,RED,v,0
398,395,597,BLUE,v,0
602,395,403,RED,v,0
403,400,417,RED,v,1
403,600,417,GREEN,v,1
403,400,583,BLUE,v,1
597,400,417,YELLOW,v,1
436,413,423,RED,v,1
436,587,423,GREEN,v,1
436,413,577,BLUE,v,1
564,413,423,YELLOW,v,1
413,424,407,RED,v,1
413,576,407,GREEN,v,1
413,424,593,BLUE,v,1
587,424,407,YELLOW,v,1
400,431,413,RED,v,1
400,569,413,GREEN,v,1
400,431,587,BLUE,v,1
600,431,413,YELLOW,v,1
409,420,421,RED,v,1
409,580,421,GREEN,v,1
409,420,579,BLUE,v,1
591,420,421,YELLOW,v,1
436,426,410,RED,v,1
436,574,410,GREEN,v,1
436,426,590,BLUE,v,1
564,426,410,YELLOW,v,1
413,436,429,RED,v,1
413,564,429,GREEN,v,1
413,436,571,BLUE,v,1
587,436,429,YELLOW,v,1
438,426,408,RED,v,1
438,574,408,GREEN,v,1
438,426,592,BLUE,v,1
562,426,408,YELLOW,v,1
406,436,437,RED,v,1
406,564,437,GREEN,v,1
406,436,563,BLUE,v,1
594,436,437,YELLOW,v,1
422,424,435,RED,v,1
422,576,435,GREEN,v,1
422,424,565,BLUE,v,1
578,424,435,YELLOW,v,1
444,429,415,RED,v,1
444,571,415,GREEN,v,1
444,429,585,BLUE,v,1
556,429,415,YELLOW,v,1
417,432,407,RED,v,1
417,568,407,GREEN,v,1
417,432,593,BLUE,v,1
583,432,407,YELLOW,v,1
424,413,415,RED,v,1
424,587,415,GREEN,v,1
424,413,585,BLUE,v,1
576,413,415,YELLOW,v,1
426,423,426,RED,v,1
426,577,426,GREEN,v,1
426,423,574,BLUE,v,1
574,423,426,YELLOW,v,1
450,433,419,RED,o,0
450,567,419,GREEN,o,0
450,433,581,BLUE,o,0
550,433,419,YELLOW,o,0
429,440,428,RED,v,1
429,560,428,GREEN,v,1
429,440,572,BLUE,v,1
571,440,428,YELLOW,v,1
443,433,439,RED,v,1
443,567,439,GREEN,v,1
443,433,561,BLUE,v,1
557,433,439,YELLOW,v,1
437,444,452,RED,v,1
437,556,452,GREEN,v,1
437,444,548,BLUE,v,1
563,444,452,YELLOW,v,1
446,441,441,RED,v,1
446,559,441,GREEN,v,1
446,441,559,BLUE,v,1
554,441,441,YELLOW,v,1
437,452,441,RED,v,1
437,548,441,GREEN,v,1
437,452,559,BLUE,v,1
563,452,441,YELLOW,v,1
430,422,417,RED,v,1
430,578,417,GREEN,v,1
430,422,583,BLUE,v,1
570,422,417,YELLOW,v,1
419,443,451,RED,v,1
419,557,451,GREEN,v,1
419,443,549,BLUE,v,1
581,443,451,YELLOW,v,1
428,429,450,RED,v,1
428,571,450,GREEN,v,1
428,429,550,BLUE,v,1
572,429,450,YELLOW,v,1
444,419,433,RED,v,1
444,581,433,GREEN,v,1
444,419,567,BLUE,v,1
556,419,433,YELLOW,v,1
503,414,414,BLUE,o,0
503,586,414,RED,o,0
503,414,586,BLUE,o,0
497,414,414,YELLOW,o,0
455,434,456,RED,v,1
455,566,456,GREEN,v,1
455,434,544,BLUE,v,1
545,434,456,YELLOW,v,1
461,445,457,RED,v,1
461,555,457,GREEN,v,1
461,445,543,BLUE,v,1
539,445,457,YELLOW,v,1
432,436,428,RED,v,1
432,564,428,GREEN,v,1
432,436,572,BLUE,v,1
568,436,428,YELLOW,v,1
456,461,438,RED,v,1
456,539,438,GREEN,v,1
456,461,562,BLUE,v,1
544,461,438,YELLOW,v,1
462,453,429,RED,v,0
462,547,429,RED,v,0
462,453,571,GREEN,v,0
538,453,429,YELLOW,v,0
431,452,448,RED,v,1
431,548,448,GREEN,v,1
431,452,552,BLUE,v,1
569,452,448,YELLOW,v,1
439,461,438,RED,v,1
439,539,438,GREEN,v,1
439,461,562,BLUE,v,1
561,461,438,YELLOW,v,1
454,467,442,RED,v,1
454,533,442,GREEN,v,1
454,467,558,BLUE,v,1
546,467,442,YELLOW,v,1
458,439,455,RED,v,1
458,561,455,GREEN,v,1
458,439,545,BLUE,v,1
542,439,455,YELLOW,v,1
453,465,464,RED,v,1
453,535,464,GREEN,v,1
453,465,536,BLUE,v,1
547,465,464,YELLOW,v,1
458,460,455,RED,v,1
458,540,455,GREEN,v,1
458,460,545,BLUE,v,1
542,460,455,YELLOW,v,1
442,469,432,RED,v,1
442,531,432,GREEN,v,1
442,469,568,BLUE,v,1
558,469,432,YELLOW,v,1
435,433,469,RED,v,1
435,567,469,GREEN,v,1
435,433,531,BLUE,v,1
565,433,469,YELLOW,v,1
456,437,466,RED,v,1
456,563,466,GREEN,v,1
456,437,534,BLUE,v,1
544,437,466,YELLOW,v,1
443,458,468,RED,v,1
443,542,468,GREEN,v,1
443,458,532,BLUE,v,1
557,458,468,YELLOW,v,1
473,454,450,RED,v,1
473,546,450,GREEN,v,1
473,454,550,BLUE,v,1
527,454,450,YELLOW,v,1
452,465,458,RED,v,1
452,535,458,GREEN,v,1
452,465,542,BLUE,v,1
548,465,458,YELLOW,v,1
461,464,441,RED,v,1
461,536,441,GREEN,v,1
461,464,559,BLUE,v,1
539,464,441,YELLOW,v,1
463,472,442,RED,v,0
463,528,442,GREEN,v,0
463,472,558,BLUE,v,0
537,472,442,YELLOW,v,0
470,453,469,RED,v,1
470,547,469,GREEN,v,1
470,453,531,BLUE,v,1
530,453,469,YELLOW,v,1
481,481,453,RED,v,1
481,519,453,GREEN,v,1
481,481,547,BLUE,v,1
519,481,453,YELLOW,v,1
463,475,448,RED,v,1
463,525,448,GREEN,v,1
463,475,552,BLUE,v,1
537,475,448,YELLOW,v,1
475,477,446,RED,v,1
475,523,446,GREEN,v,1
475,477,554,BLUE,v,1
525,477,446,YELLOW,v,1
451,482,482,RED,v,1
451,518,482,GREEN,v,1
451,482,518,BLUE,v,1
549,482,482,YELLOW,v,1
471,467,472,RED,v,1
471,533,472,GREEN,v,1
471,467,528,BLUE,v,1
529,467,472,YELLOW,v,1
447,473,475,RED,v,1
447,527,475,GREEN,v,1
447,473,525,BLUE,v,1
553,473,475,YELLOW,v,1
447,457,453,RED,v,1
447,543,453,GREEN,v,1
447,457,547,BLUE,v,1
553,457,453,YELLOW,v,1
448,480,463,RED,v,1
448,520,463,GREEN,v,1
448,480,537,BLUE,v,1
552,480,463,YELLOW,v,1
471,454,482,RED,v,1
471,546,482,GREEN,v,1
471,454,518,BLUE,v,1
529,454,482,YELLOW,v,1
488,468,470,RED,v,1
488,532,470,GREEN,v,1
488,468,530,BLUE,v,1
512,468,470,YELLOW,v,1
451,483,467,RED,v,1
